1	5	66
2	6	66
3	8	66
4	10	66
5	11	66
6	13	66
7	15	66
8	17	66
9	19	66
10	21	66
11	22	66
12	25	66
13	27	66
14	29	66
15	30	66
16	32	66
17	34	66
18	36	66
19	38	66
20	40	66
21	42	66
22	44	66
23	45	66
24	47	66
25	49	66
26	50	66
27	52	66
28	55	66
29	58	66
30	60	66
31	61	66
32	62	66
33	64	66
34	61	66
35	63	66
36	64	66
37	62	66
38	64	66
39	62	66
40	63	66
41	64	66
42	62	66
43	60	66
44	61	66
45	62	66
46	64	66
47	61	66
48	60	66
49	61	66
50	64	66
51	63	66
52	64	66
53	62	66
54	63	66
55	60	66
56	64	66
57	60	66
58	61	66
59	62	66
60	64	66
61	61	66
62	63	66
63	64	66
64	61	66
65	64	66
66	62	66
67	63	66
68	64	66
69	62	66
70	60	66
71	61	66
72	62	66
73	64	66
74	61	66
75	60	66
76	61	66
77	64	66
78	63	66
79	64	66
80	62	66
81	63	66
82	60	66
83	64	66
